,Company,Item,Calories,"Calories from
Fat","Total Fat
(g)","Saturated Fat
(g)","Trans Fat
(g)","Cholesterol
(mg)",Sodium (mg),"Carbs
(g)","Fiber
(g)","Sugars
(g)","Protein
(g)","Weight Watchers
Pnts"
1027,Taco Bell,Mtn Dew® Kickstart™ Orange Citrus (20 fl oz),90,0.0,0.0,0.0,0.0,90,23,0.0,0.0,22,0.0,0.0
1028,Taco Bell,Mug® Root Beer (20 fl oz),240,0.0,0.0,0.0,0.0,75,65,0.0,0.0,65,0.0,0.0
1029,Taco Bell,Pepsi® (20 fl oz),250,0.0,0.0,0.0,0.0,55,69,0.0,0.0,69,0.0,0.0
1030,Taco Bell,Pepsi® Wild Cherry (20 fl oz),260,0.0,0.0,0.0,0.0,50,70,0.0,0.0,70,0.0,0.0
1031,Taco Bell,Pepsi® Zero Sugar (20 fl oz),0,0.0,0.0,0.0,0.0,105,0,0.0,0.0,0,0.0,0.0
1032,Taco Bell,Sierra Mist® (20 fl oz),260,0.0,0.0,0.0,0.0,55,68,0.0,0.0,68,0.0,0.0
1033,Taco Bell,Tropicana® Pink Lemonade (20 fl oz),260,0.0,0.0,0.0,0.0,260,67,0.0,0.0,67,0.0,0.0
1034,Taco Bell,7-Up (30 fl oz),350,0.0,0.0,0.0,0.0,125,87,0.0,0.0,87,0.0,0.0
1035,Taco Bell,Brisk® Mango Iced Tea (30 fl oz),180,0.0,0.0,0.0,0.0,90,48,0.0,0.0,48,0.0,0.0
1036,Taco Bell,Brisk® Unsweetened No Lemon Iced Tea (30 fl oz),0,0.0,0.0,0.0,0.0,115,0,0.0,0.0,0,0.0,0.0
1037,Taco Bell,Diet Dr Pepper® (30 fl oz),0,0.0,0.0,0.0,0.0,180,1,0.0,0.0,0,0.0,0.0
1038,Taco Bell,Diet Mtn Dew® (30 fl oz),10,0.0,0.0,0.0,0.0,140,1,0.0,0.0,1,0.0,0.0
1039,Taco Bell,Diet Pepsi® (30 fl oz),0,0.0,0.0,0.0,0.0,140,0,0.0,0.0,0,0.0,0.0
1040,Taco Bell,Dr Pepper® (30 fl oz),360,0.0,0.0,0.0,0.0,110,98,0.0,0.0,96,0.0,0.0
1041,Taco Bell,G2 – Fruit Punch (30 fl oz),50,0.0,0.0,0.0,0.0,270,13,0.0,0.0,12,0.0,0.0
1042,Taco Bell,Mtn Dew® (30 fl oz),410,0.0,0.0,0.0,0.0,125,110,0.0,0.0,109,0.0,0.0
1043,Taco Bell,Mtn Dew® Baja Blast™ (30 fl oz),420,0.0,0.0,0.0,0.0,120,110,0.0,0.0,110,0.0,0.0
1044,Taco Bell,Mtn Dew® Baja Blast Zero Sugar (30 fl oz),15,0.0,0.0,0.0,0.0,125,0,0.0,0.0,0,0.0,0.0
1045,Taco Bell,Mtn Dew® Kickstart™ Orange Citrus (30 fl oz),130,0.0,0.0,0.0,0.0,140,34,0.0,0.0,33,0.0,0.0
1046,Taco Bell,Mug® Root Beer (30 fl oz),360,0.0,0.0,0.0,0.0,110,98,0.0,0.0,98,0.0,0.0
1047,Taco Bell,Pepsi® (30 fl oz),380,0.0,0.0,0.0,0.0,80,104,0.0,0.0,103,0.0,0.0
1048,Taco Bell,Pepsi® Wild Cherry (30 fl oz),390,0.0,0.0,0.0,0.0,80,105,0.0,0.0,105,0.0,0.0
1049,Taco Bell,Pepsi® Zero Sugar (30 fl oz),0,0.0,0.0,0.0,0.0,160,0,0.0,0.0,0,0.0,0.0
1050,Taco Bell,Sierra Mist® (30 fl oz),380,0.0,0.0,0.0,0.0,80,101,0.0,0.0,101,0.0,0.0
1051,Taco Bell,Tropicana® Pink Lemonade (30 fl oz),390,0.0,0.0,0.0,0.0,390,100,0.0,0.0,100,0.0,0.0
1052,Pizza Hut,Detroit Double Cheesy Pizza Slice,280,0.0,12.0,6.0,0.0,30,560,31.0,2.0,2,13.0,0.0
1053,Pizza Hut,Detroit Double Pepperoni Pizza Slice,330,0.0,17.0,7.0,0.0,40,720,30.0,2.0,2,14.0,0.0
1054,Pizza Hut,Detroit Meaty Pizza Slice,320,0.0,16.0,6.0,0.0,35,640,31.0,2.0,2,14.0,0.0
1055,Pizza Hut,Detroit Supremo Pizza Slice,290,0.0,13.0,6.0,0.0,30,570,31.0,2.0,2,13.0,0.0
1056,Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Personal Pan,180,0.0,6.0,2.0,0.0,15,370,25.0,1.0,8,8.0,0.0
1057,Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Medium,270,0.0,10.0,4.0,0.0,25,450,33.0,2.0,6,11.0,0.0
1058,Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Large,380,0.0,16.0,6.0,0.0,35,650,43.0,2.0,7,16.0,0.0
1059,Pizza Hut,Pan Pizza Slices Beyond Meat® Pepperoni Medium,240,0.0,10.0,4.5,0.0,15,470,29.0,2.0,1,10.0,0.0
1060,Pizza Hut,Pan Pizza Slices Beyond Meat® Pepperoni Large,350,0.0,16.0,6.0,0.0,25,680,38.0,3.0,2,14.0,0.0
1061,Pizza Hut,Pan Pizza Slices Buffalo Chicken Personal Pan,160,0.0,5.0,2.0,0.0,15,570,22.0,1.0,2,7.0,0.0
1062,Pizza Hut,Pan Pizza Slices Buffalo Chicken Medium,240,0.0,9.0,3.5,0.0,20,680,31.0,2.0,2,11.0,0.0
1063,Pizza Hut,Pan Pizza Slices Buffalo Chicken Large,350,0.0,14.0,5.0,0.0,30,850,40.0,2.0,2,15.0,0.0
1064,Pizza Hut,Pan Pizza Slices Cheese Personal Pan,150,0.0,6.0,2.5,0.0,15,310,17.0,1.0,2,7.0,0.0
1065,Pizza Hut,Pan Pizza Slices Cheese Medium,250,0.0,10.0,4.5,0.0,25,450,28.0,2.0,1,11.0,0.0
1066,Pizza Hut,Pan Pizza Slices Cheese Large,360,0.0,17.0,7.0,0.0,35,660,37.0,2.0,2,16.0,0.0
1067,Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Personal Pan,180,0.0,8.0,3.0,0.0,20,350,17.0,1.0,2,9.0,0.0
1068,Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Medium,270,0.0,13.0,4.5,0.0,30,470,27.0,2.0,1,12.0,0.0
1069,Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Large,390,0.0,20.0,7.0,0.0,40,680,35.0,2.0,2,18.0,0.0
1070,Pizza Hut,Pan Pizza Slices Hawaiian Chicken Personal Pan,150,0.0,5.0,2.0,0.0,15,330,18.0,1.0,3,8.0,0.0
1071,Pizza Hut,Pan Pizza Slices Hawaiian Chicken Medium,240,0.0,9.0,3.5,0.0,20,480,29.0,2.0,2,12.0,0.0
1072,Pizza Hut,Pan Pizza Slices Hawaiian Chicken Large,350,0.0,15.0,5.0,0.0,30,690,38.0,2.0,3,17.0,0.0
1073,Pizza Hut,Pan Pizza Slices Meat Lover’s® Personal Pan,210,0.0,12.0,4.5,0.0,25,460,18.0,1.0,2,9.0,0.0
1074,Pizza Hut,Pan Pizza Slices Meat Lover’s® Medium,320,0.0,17.0,6.0,0.0,35,640,28.0,2.0,1,13.0,0.0
1075,Pizza Hut,Pan Pizza Slices Meat Lover’s® Large,470,0.0,27.0,10.0,0.0,50,940,37.0,2.0,2,19.0,0.0
1076,Pizza Hut,Pan Pizza Slices Pepperoni Personal Pan,150,0.0,7.0,2.5,0.0,15,310,17.0,1.0,2,6.0,0.0
1077,Pizza Hut,Pan Pizza Slices Pepperoni Medium,250,0.0,11.0,4.5,0.0,25,470,28.0,2.0,1,10.0,0.0
1078,Pizza Hut,Pan Pizza Slices Pepperoni Large,370,0.0,18.0,6.0,0.0,35,680,36.0,2.0,2,15.0,0.0
1079,Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Personal Pan,180,0.0,9.0,3.5,0.0,20,370,17.0,1.0,2,8.0,0.0
1080,Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Medium,300,0.0,15.0,6.0,0.0,35,580,28.0,2.0,1,13.0,0.0
1081,Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Large,440,0.0,24.0,9.0,0.5,50,850,37.0,3.0,2,19.0,0.0
1082,Pizza Hut,Pan Pizza Slices Supreme Personal Pan,170,0.0,8.0,3.0,0.0,15,360,18.0,1.0,2,7.0,0.0
1083,Pizza Hut,Pan Pizza Slices Supreme Medium,270,0.0,13.0,5.0,0.0,25,500,29.0,2.0,2,11.0,0.0
1084,Pizza Hut,Pan Pizza Slices Supreme Large,390,0.0,20.0,7.0,0.0,40,740,37.0,2.0,2,16.0,0.0
1085,Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Personal Pan,170,0.0,8.0,3.5,0.0,15,330,17.0,1.0,2,8.0,0.0
1086,Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Medium,270,0.0,13.0,5.0,0.0,25,470,27.0,2.0,1,12.0,0.0
1087,Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Large,390,0.0,20.0,8.0,0.0,40,670,36.0,2.0,2,17.0,0.0
1088,Pizza Hut,Pan Pizza Slices Veggie Lover’s® Personal Pan,140,0.0,5.0,2.0,0.0,10,290,18.0,1.0,2,6.0,0.0
1089,Pizza Hut,Pan Pizza Slices Veggie Lover’s® Medium,230,0.0,9.0,3.5,0.0,15,420,29.0,2.0,2,9.0,0.0
1090,Pizza Hut,Pan Pizza Slices Veggie Lover’s® Large,330,0.0,15.0,5.0,0.0,25,620,38.0,3.0,3,14.0,0.0
1091,Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Small,140,0.0,4.0,2.0,0.0,15,250,20.0,1.0,4,6.0,0.0
1092,Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Medium,220,0.0,7.0,3.0,0.0,20,390,31.0,2.0,6,10.0,0.0
1093,Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Large,300,0.0,10.0,4.5,0.0,30,530,40.0,2.0,7,14.0,0.0
1094,Pizza Hut,Hand Tossed Slices Beyond Meat® Pepperoni Medium,200,0.0,7.0,3.5,0.0,15,410,26.0,2.0,1,9.0,0.0
1095,Pizza Hut,Hand Tossed Slices Beyond Meat® Pepperoni Large,280,0.0,10.0,5.0,0.0,20,560,35.0,3.0,2,12.0,0.0
1096,Pizza Hut,Hand Tossed Slices Buffalo Chicken Small,130,0.0,3.5,1.5,0.0,10,380,19.0,0.0,0,6.0,0.0
1097,Pizza Hut,Hand Tossed Slices Buffalo Chicken Medium,200,0.0,5.0,2.5,0.0,20,560,28.0,2.0,1,9.0,0.0
1098,Pizza Hut,Hand Tossed Slices Buffalo Chicken Large,270,0.0,8.0,4.0,0.0,30,740,37.0,2.0,2,13.0,0.0
1099,Pizza Hut,Hand Tossed Slices Cheese Small,130,0.0,4.5,2.0,0.0,10,250,17.0,1.0,0,6.0,0.0
1100,Pizza Hut,Hand Tossed Slices Cheese Medium,210,0.0,8.0,3.5,0.0,20,390,26.0,2.0,1,10.0,0.0
1101,Pizza Hut,Hand Tossed Slices Cheese Large,290,0.0,10.0,5.0,0.0,30,540,34.0,3.0,2,13.0,0.0
1102,Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Small,150,0.0,6.0,2.5,0.0,15,270,16.0,1.0,0,7.0,0.0
1103,Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Medium,230,0.0,9.0,4.0,0.0,25,410,25.0,2.0,1,11.0,0.0
1104,Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Large,310,0.0,13.0,5.0,0.0,35,560,33.0,2.0,1,16.0,0.0
1105,Pizza Hut,Hand Tossed Slices Hawaiian Chicken Small,130,0.0,4.0,1.5,0.0,10,270,17.0,1.0,1,7.0,0.0
1106,Pizza Hut,Hand Tossed Slices Hawaiian Chicken Medium,210,0.0,6.0,3.0,0.0,20,420,27.0,2.0,2,10.0,0.0
1107,Pizza Hut,Hand Tossed Slices Hawaiian Chicken Large,280,0.0,9.0,4.0,0.0,30,580,36.0,3.0,3,15.0,0.0
1108,Pizza Hut,Hand Tossed Slices Meat Lover’s® Small,180,0.0,9.0,3.5,0.0,20,370,17.0,1.0,0,7.0,0.0
1109,Pizza Hut,Hand Tossed Slices Meat Lover’s® Medium,290,0.0,15.0,6.0,0.0,30,590,26.0,2.0,1,12.0,0.0
1110,Pizza Hut,Hand Tossed Slices Meat Lover’s® Large,390,0.0,21.0,8.0,0.0,45,830,34.0,3.0,2,17.0,0.0
1111,Pizza Hut,Hand Tossed Slices Pepperoni Small,130,0.0,5.0,2.0,0.0,10,260,16.0,1.0,0,6.0,0.0
1112,Pizza Hut,Hand Tossed Slices Pepperoni Medium,220,0.0,9.0,4.0,0.0,20,420,25.0,2.0,1,9.0,0.0
1113,Pizza Hut,Hand Tossed Slices Pepperoni Large,300,0.0,13.0,6.0,0.0,30,590,34.0,3.0,2,13.0,0.0
1114,Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Small,160,0.0,7.0,3.0,0.0,20,310,17.0,1.0,0,7.0,0.0
1115,Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Medium,270,0.0,13.0,6.0,0.0,35,530,26.0,2.0,1,12.0,0.0
1116,Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Large,370,0.0,18.0,8.0,0.0,50,740,35.0,3.0,2,17.0,0.0
1117,Pizza Hut,Hand Tossed Slices Supreme Small,150,0.0,6.0,2.5,0.0,15,280,17.0,1.0,1,6.0,0.0
1118,Pizza Hut,Hand Tossed Slices Supreme Medium,240,0.0,10.0,4.0,0.0,25,450,26.0,2.0,2,10.0,0.0
1119,Pizza Hut,Hand Tossed Slices Supreme Large,320,0.0,14.0,6.0,0.0,35,630,35.0,3.0,2,14.0,0.0
1120,Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Small,150,0.0,6.0,2.5,0.0,15,250,16.0,1.0,0,6.0,0.0
1121,Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Medium,230,0.0,10.0,4.5,0.0,25,390,25.0,2.0,1,11.0,0.0
1122,Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Large,310,0.0,13.0,6.0,0.0,35,540,33.0,2.0,1,15.0,0.0
1123,Pizza Hut,Hand Tossed Slices Veggie Lover’s® Small,120,0.0,4.0,1.5,0.0,10,230,17.0,1.0,1,5.0,0.0
1124,Pizza Hut,Hand Tossed Slices Veggie Lover’s® Medium,200,0.0,6.0,2.5,0.0,15,370,27.0,2.0,2,8.0,0.0
1125,Pizza Hut,Hand Tossed Slices Veggie Lover’s® Large,260,0.0,9.0,4.0,0.0,20,510,36.0,3.0,3,11.0,0.0
